29/07/10,0,01/08/10,1,29/07/10,0.5,29/07/10,2,29/07/10,7.9,29/07/10,0.5,29/07/10,0,29/07/10,0.5
30/07/10,0,02/08/10,0,30/07/10,0,30/07/10,0,30/07/10,0,30/07/10,0,30/07/10,0,30/07/10,0
31/07/10,0,03/08/10,0,31/07/10,0,31/07/10,0,31/07/10,0,31/07/10,0,31/07/10,0,31/07/10,0
01/08/10,0,04/08/10,7.1,01/08/10,0,01/08/10,5.1,01/08/10,0.5,01/08/10,0,01/08/10,0,01/08/10,1.3
02/08/10,0,05/08/10,16.5,02/08/10,0,02/08/10,0,02/08/10,0,02/08/10,0,02/08/10,0,02/08/10,0
03/08/10,0.8,06/08/10,0.5,03/08/10,0.5,03/08/10,0,03/08/10,0,03/08/10,0,03/08/10,1.3,03/08/10,0
04/08/10,1.5,07/08/10,0,04/08/10,0,04/08/10,5.3,04/08/10,2,04/08/10,2,04/08/10,8.9,04/08/10,3.3
05/08/10,13,09/08/10,0,05/08/10,4.6,05/08/10,27.4,05/08/10,6.6,05/08/10,13.5,05/08/10,12.7,05/08/10,18.5
06/08/10,0,10/08/10,0,06/08/10,0,06/08/10,0.3,06/08/10,0,06/08/10,0,06/08/10,0,06/08/10,0.3
07/08/10,0,11/08/10,0,07/08/10,0,07/08/10,0,07/08/10,0,07/08/10,0,07/08/10,0,07/08/10,0
08/08/10,0,12/08/10,13.7,08/08/10,0,08/08/10,0,08/08/10,0,08/08/10,0,08/08/10,0,08/08/10,0
09/08/10,0,13/08/10,0,09/08/10,0,09/08/10,0,09/08/10,0,09/08/10,0,09/08/10,0,09/08/10,0
10/08/10,0,14/08/10,0,10/08/10,0.5,10/08/10,0,10/08/10,0,10/08/10,0,10/08/10,2.8,10/08/10,0
11/08/10,3.6,15/08/10,13.2,11/08/10,0,11/08/10,14.7,11/08/10,0,11/08/10,0,11/08/10,0,11/08/10,16.5
12/08/10,0,16/08/10,0,12/08/10,28.7,12/08/10,7.4,12/08/10,9.9,12/08/10,6.6,12/08/10,0,12/08/10,13.2
13/08/10,0,17/08/10,0,13/08/10,0,13/08/10,0,13/08/10,0,13/08/10,0,13/08/10,0,13/08/10,0
14/08/10,3,19/08/10,0,14/08/10,0,14/08/10,0,14/08/10,0,14/08/10,0,14/08/10,0,14/08/10,0
15/08/10,0,20/08/10,0,15/08/10,0,15/08/10,11.9,15/08/10,1.8,15/08/10,1.3,15/08/10,3.8,15/08/10,19.1
16/08/10,0,21/08/10,0,16/08/10,2,16/08/10,0,16/08/10,0,16/08/10,18.8,16/08/10,19.1,16/08/10,0
17/08/10,0,22/08/10,32.5,17/08/10,0,17/08/10,0,17/08/10,0,17/08/10,0,17/08/10,0,17/08/10,0
18/08/10,0,23/08/10,0,18/08/10,0,18/08/10,0,18/08/10,0,18/08/10,0,18/08/10,0,18/08/10,0
19/08/10,0,24/08/10,0.3,19/08/10,0,19/08/10,0,19/08/10,0,19/08/10,0,19/08/10,0,19/08/10,0
20/08/10,0,25/08/10,0,20/08/10,0,20/08/10,0,20/08/10,0,20/08/10,0,20/08/10,0,20/08/10,0
21/08/10,15.7,26/08/10,0,21/08/10,0,21/08/10,0,21/08/10,0,21/08/10,0,21/08/10,0,21/08/10,0
22/08/10,0.8,27/08/10,0,22/08/10,10.7,22/08/10,38.4,22/08/10,7.6,22/08/10,24.4,22/08/10,22.1,22/08/10,48
23/08/10,0,28/08/10,0,23/08/10,0,23/08/10,0.3,23/08/10,0,23/08/10,0,23/08/10,0,23/08/10,0
24/08/10,0.3,29/08/10,0,24/08/10,0,24/08/10,0,24/08/10,0,24/08/10,0.8,24/08/10,0,24/08/10,0
25/08/10,0.3,30/08/10,0,25/08/10,0,25/08/10,0,25/08/10,0,25/08/10,0,25/08/10,0,25/08/10,0
26/08/10,0,31/08/10,0,26/08/10,0,26/08/10,1.3,26/08/10,0,26/08/10,0,26/08/10,0,26/08/10,0
27/08/10,0,01/09/10,0,27/08/10,0,27/08/10,0,27/08/10,0,27/08/10,0,27/08/10,0,27/08/10,0
28/08/10,0,02/09/10,0,28/08/10,0,28/08/10,0,28/08/10,0,28/08/10,0,28/08/10,0,28/08/10,0
29/08/10,0,03/09/10,0,29/08/10,0,29/08/10,0,29/08/10,0,29/08/10,0,29/08/10,0,29/08/10,0
30/08/10,0,04/09/10,1.8,30/08/10,0,30/08/10,0,30/08/10,0,30/08/10,0,30/08/10,0,30/08/10,0
31/08/10,0,05/09/10,0,31/08/10,0,31/08/10,0,31/08/10,0,31/08/10,0,31/08/10,0,31/08/10,0
01/09/10,0,06/09/10,0,01/09/10,0,01/09/10,0,01/09/10,0,01/09/10,0,01/09/10,0,01/09/10,0
02/09/10,0,08/09/10,5.3,02/09/10,5.8,02/09/10,0,02/09/10,18,02/09/10,0,02/09/10,0,02/09/10,0
03/09/10,9.9,09/09/10,0,03/09/10,18,03/09/10,0,03/09/10,5.8,03/09/10,0,03/09/10,0,03/09/10,0
04/09/10,0.3,10/09/10,0,04/09/10,1,04/09/10,2,04/09/10,3.8,04/09/10,2.3,04/09/10,1.3,04/09/10,0
05/09/10,0,11/09/10,0,05/09/10,0,05/09/10,0,05/09/10,0.3,05/09/10,2.8,05/09/10,0,05/09/10,0
06/09/10,0,12/09/10,2,06/09/10,0,06/09/10,0,06/09/10,0,06/09/10,0,06/09/10,0,06/09/10,0
07/09/10,6.6,13/09/10,0,07/09/10,0,07/09/10,0,07/09/10,0,07/09/10,0,07/09/10,0,07/09/10,0
08/09/10,0,14/09/10,1.3,08/09/10,0,08/09/10,1.3,08/09/10,0,08/09/10,0,08/09/10,4.3,08/09/10,2.5
09/09/10,0,16/09/10,6.4,09/09/10,0,09/09/10,0,09/09/10,0,09/09/10,0,09/09/10,0,09/09/10,0
10/09/10,0,17/09/10,0.8,10/09/10,0,10/09/10,0,10/09/10,0,10/09/10,0,10/09/10,0,10/09/10,0
11/09/10,6.1,20/09/10,0,11/09/10,0,11/09/10,0,11/09/10,0,11/09/10,0,11/09/10,0,11/09/10,0
12/09/10,0,21/09/10,0,12/09/10,6.1,12/09/10,0.3,12/09/10,7.9,12/09/10,7.4,12/09/10,0,12/09/10,0
13/09/10,0.8,22/09/10,0,13/09/10,0.8,13/09/10,0,13/09/10,0,13/09/10,1,13/09/10,0,13/09/10,0
14/09/10,0,23/09/10,0,14/09/10,0,14/09/10,3.6,14/09/10,0,14/09/10,0,14/09/10,0,14/09/10,1
15/09/10,0,25/09/10,1.5,15/09/10,0,15/09/10,0,15/09/10,0,15/09/10,0,15/09/10,0,15/09/10,0
16/09/10,44.7,26/09/10,0,16/09/10,2.5,16/09/10,0,16/09/10,1.3,16/09/10,0,16/09/10,5.1,16/09/10,0
17/09/10,0,27/09/10,7.4,17/09/10,6.6,17/09/10,40.9,17/09/10,19.6,17/09/10,31,17/09/10,8.9,17/09/10,16
18/09/10,0.3,28/09/10,44.2,18/09/10,0,18/09/10,0,18/09/10,0,18/09/10,0,18/09/10,0,18/09/10,0.3
19/09/10,0,29/09/10,0.8,19/09/10,0.5,19/09/10,0,19/09/10,0,19/09/10,1.3,19/09/10,0,19/09/10,0
20/09/10,0,30/09/10,0,20/09/10,0,20/09/10,0,20/09/10,0,20/09/10,0,20/09/10,0,20/09/10,0
21/09/10,0,01/10/10,0,21/09/10,0,21/09/10,0,21/09/10,0,21/09/10,0,21/09/10,0,21/09/10,0
22/09/10,0.3,03/10/10,6.6,22/09/10,2.8,22/09/10,0,22/09/10,1.5,22/09/10,0,22/09/10,0,22/09/10,0
23/09/10,0.3,04/10/10,2.5,23/09/10,0.5,23/09/10,18.8,23/09/10,0.3,23/09/10,5.8,23/09/10,2.3,23/09/10,15.2
24/09/10,0,05/10/10,5.1,24/09/10,0,24/09/10,0,24/09/10,0,24/09/10,0,24/09/10,0,24/09/10,0
25/09/10,0,06/10/10,1.3,25/09/10,0,25/09/10,2,25/09/10,0,25/09/10,0,25/09/10,3,25/09/10,1.8
26/09/10,0,07/10/10,1,26/09/10,0,26/09/10,0,26/09/10,0,26/09/10,0,26/09/10,0,26/09/10,0
27/09/10,0.8,09/10/10,0,27/09/10,0,27/09/10,7.1,27/09/10,0,27/09/10,0,27/09/10,7.6,27/09/10,5.8
28/09/10,30.5,10/10/10,0,28/09/10,8.6,28/09/10,17.5,28/09/10,14.5,28/09/10,26.9,28/09/10,27.9,28/09/10,15.2
29/09/10,0,11/10/10,0,29/09/10,0.8,29/09/10,3.8,29/09/10,0.3,29/09/10,22.1,29/09/10,1.3,29/09/10,2.5
30/09/10,0,12/10/10,0,30/09/10,0,30/09/10,0,30/09/10,0,30/09/10,0,30/09/10,0,30/09/10,0
01/10/10,0,14/10/10,0,01/10/10,0,01/10/10,0,01/10/10,0,01/10/10,0,01/10/10,0,01/10/10,0
02/10/10,5.3,15/10/10,2.8,02/10/10,4.3,02/10/10,0,02/10/10,2.5,02/10/10,0,02/10/10,0,02/10/10,0
03/10/10,6.6,16/10/10,1.5,03/10/10,0.3,03/10/10,4.8,03/10/10,2,03/10/10,17,03/10/10,5.1,03/10/10,4.3
04/10/10,0.5,17/10/10,0,04/10/10,0,04/10/10,2.8,04/10/10,0,04/10/10,14.7,04/10/10,1.5,04/10/10,2.5
05/10/10,4.1,18/10/10,0,05/10/10,0,05/10/10,1.8,05/10/10,0,05/10/10,5.8,05/10/10,0,05/10/10,0
06/10/10,4.8,19/10/10,2,06/10/10,0,06/10/10,4.3,06/10/10,0,06/10/10,0,06/10/10,2.5,06/10/10,3.3
07/10/10,0,20/10/10,0,07/10/10,0,07/10/10,0.5,07/10/10,0,07/10/10,0,07/10/10,1,07/10/10,0.3
08/10/10,0,21/10/10,0,08/10/10,0,08/10/10,0,08/10/10,0,08/10/10,0,08/10/10,0,08/10/10,0
09/10/10,0,22/10/10,0,09/10/10,0,09/10/10,0,09/10/10,0,09/10/10,0,09/10/10,0,09/10/10,0
10/10/10,0,23/10/10,0,10/10/10,0,10/10/10,0,10/10/10,0,10/10/10,0,10/10/10,0,10/10/10,0
11/10/10,0,24/10/10,0,11/10/10,0,11/10/10,0,11/10/10,0,11/10/10,0,11/10/10,0,11/10/10,0
12/10/10,0,25/10/10,0,12/10/10,0,12/10/10,0,12/10/10,0,12/10/10,0,12/10/10,0,12/10/10,0
13/10/10,0,26/10/10,6.9,13/10/10,0,13/10/10,0,13/10/10,0,13/10/10,0,13/10/10,0,13/10/10,0
14/10/10,0.5,27/10/10,33,14/10/10,1.5,14/10/10,0.5,14/10/10,0.8,14/10/10,15.5,14/10/10,0,14/10/10,0.5
15/10/10,0,28/10/10,0,15/10/10,0.5,15/10/10,0,15/10/10,1.3,24/10/10,,15/10/10,1,15/10/10,0
16/10/10,0,29/10/10,0,16/10/10,0,16/10/10,8.6,16/10/10,0,25/10/10,3,16/10/10,0,16/10/10,4.3
17/10/10,0,30/10/10,0,17/10/10,0,17/10/10,0,17/10/10,0,26/10/10,0,17/10/10,0,17/10/10,0
18/10/10,0,31/10/10,0,18/10/10,0,18/10/10,0,18/10/10,0,27/10/10,14.2,18/10/10,0,18/10/10,0
19/10/10,0,01/11/10,0,19/10/10,0,19/10/10,1,19/10/10,0,28/10/10,0,19/10/10,7.6,19/10/10,1.3
20/10/10,0,02/11/10,0,20/10/10,0,20/10/10,0,20/10/10,0,29/10/10,4.6,20/10/10,0,20/10/10,0
21/10/10,0.3,03/11/10,0,21/10/10,0.8,21/10/10,0,21/10/10,0,30/10/10,0,21/10/10,0,21/10/10,0
22/10/10,0,05/11/10,0,22/10/10,0.3,22/10/10,0,22/10/10,0.3,31/10/10,0,22/10/10,0,22/10/10,0
23/10/10,0,06/11/10,0,23/10/10,0,23/10/10,0,23/10/10,0,01/11/10,0,23/10/10,0,23/10/10,0
24/10/10,0,07/11/10,0,24/10/10,0,24/10/10,0,24/10/10,0,02/11/10,0,24/10/10,0,24/10/10,0
25/10/10,1,08/11/10,0,25/10/10,0.3,25/10/10,0,25/10/10,1,03/11/10,0,25/10/10,0,25/10/10,0
26/10/10,22.1,09/11/10,0,26/10/10,0,26/10/10,5.1,26/10/10,0,04/11/10,1.3,26/10/10,0.5,26/10/10,6.4
27/10/10,0,10/11/10,0,27/10/10,4.1,27/10/10,31,27/10/10,3.6,05/11/10,4.3,27/10/10,26.7,27/10/10,29.2
28/10/10,0,11/11/10,0,28/10/10,0,28/10/10,0,28/10/10,0,06/11/10,0,28/10/10,0,28/10/10,0
29/10/10,0,13/11/10,0,29/10/10,0.8,29/10/10,0,29/10/10,0.3,07/11/10,0,29/10/10,0,29/10/10,0
30/10/10,0,14/11/10,0,30/10/10,0,30/10/10,0,30/10/10,0,08/11/10,0,30/10/10,0,30/10/10,0
31/10/10,0,15/11/10,2.8,31/10/10,0,31/10/10,0,31/10/10,0,09/11/10,0,31/10/10,0,31/10/10,0
01/11/10,0,16/11/10,0,01/11/10,0,01/11/10,0,01/11/10,0,10/11/10,0,01/11/10,0,01/11/10,0
02/11/10,0,17/11/10,22.4,02/11/10,0,02/11/10,0,02/11/10,0,11/11/10,0,02/11/10,0,02/11/10,0
03/11/10,0,18/11/10,0,03/11/10,0,03/11/10,0,03/11/10,0,12/11/10,0,03/11/10,0,03/11/10,0
04/11/10,0.3,19/11/10,0,04/11/10,0,04/11/10,0,04/11/10,0.3,13/11/10,0,04/11/10,0.3,04/11/10,0.3
05/11/10,3,20/11/10,0,05/11/10,0.8,05/11/10,1.3,05/11/10,3,14/11/10,0.8,05/11/10,0,05/11/10,0
06/11/10,0.5,21/11/10,0,06/11/10,0,06/11/10,0,06/11/10,0,15/11/10,0,06/11/10,0,06/11/10,0
07/11/10,0,22/11/10,0,07/11/10,0,07/11/10,0,07/11/10,0,16/11/10,0,07/11/10,0,07/11/10,0
08/11/10,0,23/11/10,5.1,08/11/10,0,08/11/10,0,08/11/10,0,17/11/10,28.7,08/11/10,0,08/11/10,0
09/11/10,0,24/11/10,0,09/11/10,0,09/11/10,0,09/11/10,0,18/11/10,1.8,09/11/10,0,09/11/10,0
10/11/10,0,25/11/10,11.9,10/11/10,0,10/11/10,0,10/11/10,0,19/11/10,0,10/11/10,0,10/11/10,0
11/11/10,0,26/11/10,27.4,11/11/10,0,11/11/10,0,11/11/10,0,20/11/10,0,11/11/10,0,11/11/10,0
12/11/10,0,27/11/10,0,12/11/10,0,12/11/10,0,12/11/10,0,21/11/10,0,12/11/10,0,12/11/10,0
13/11/10,0,28/11/10,0,13/11/10,0,13/11/10,0,13/11/10,0,22/11/10,0,13/11/10,0,13/11/10,0
14/11/10,3.3,29/11/10,0,14/11/10,6.9,14/11/10,1.5,14/11/10,9.9,23/11/10,5.3,14/11/10,1.3,14/11/10,2
15/11/10,0,30/11/10,9.7,15/11/10,0,15/11/10,1,15/11/10,0,24/11/10,0,15/11/10,0,15/11/10,0.8
16/11/10,21.6,01/12/10,41.7,16/11/10,0.3,16/11/10,0,16/11/10,0,25/11/10,19.6,16/11/10,0,16/11/10,0
17/11/10,1.5,02/12/10,0.8,17/11/10,17.3,17/11/10,18.8,17/11/10,17.3,26/11/10,24.4,17/11/10,20.6,17/11/10,19.3
18/11/10,0.5,03/12/10,0.3,18/11/10,0,18/11/10,0,18/11/10,0,27/11/10,0,18/11/10,0,18/11/10,0
19/11/10,0,04/12/10,0,19/11/10,0,19/11/10,0,19/11/10,0,28/11/10,0,19/11/10,0.3,19/11/10,0
20/11/10,0,05/12/10,1.3,20/11/10,0,20/11/10,0,20/11/10,0,29/11/10,0,20/11/10,0,20/11/10,0
21/11/10,0,06/12/10,0.5,21/11/10,0,21/11/10,0,21/11/10,0,30/11/10,14.7,21/11/10,0,21/11/10,0
22/11/10,0,07/12/10,0.3,22/11/10,4.6,22/11/10,0,22/11/10,1.8,01/12/10,3.6,22/11/10,0,22/11/10,0
23/11/10,3,08/12/10,0,23/11/10,26.2,23/11/10,3.8,23/11/10,16.3,02/12/10,0,23/11/10,8.6,23/11/10,3.6
24/11/10,0.8,09/12/10,0,24/11/10,0,24/11/10,0,24/11/10,0,03/12/10,0,24/11/10,0,24/11/10,0
25/11/10,46.5,10/12/10,0.5,25/11/10,16.8,25/11/10,14.2,25/11/10,25.7,04/12/10,0,25/11/10,18.5,25/11/10,13.5
26/11/10,4.8,11/12/10,0,26/11/10,10.2,26/11/10,24.9,26/11/10,10.9,05/12/10,0,26/11/10,46,26/11/10,22.9
27/11/10,0,12/12/10,6.6,27/11/10,0,27/11/10,0,27/11/10,0,06/12/10,0,27/11/10,0,27/11/10,0
28/11/10,0,13/12/10,5.1,28/11/10,0,28/11/10,0,28/11/10,0,07/12/10,1.5,28/11/10,0,28/11/10,0
29/11/10,0,14/12/10,0,29/11/10,0,29/11/10,0,29/11/10,0,08/12/10,0,29/11/10,11.4,29/11/10,0
30/11/10,36.1,15/12/10,0,30/11/10,13.5,30/11/10,10.2,30/11/10,11.2,09/12/10,0,30/11/10,0,30/11/10,10.2
01/12/10,5.8,16/12/10,0.3,01/12/10,0,01/12/10,56.1,01/12/10,0,10/12/10,0,01/12/10,20.3,01/12/10,44.2
02/12/10,0,17/12/10,24.1,02/12/10,0,03/12/10,0,02/12/10,0.3,11/12/10,0,02/12/10,3.3,02/12/10,2
03/12/10,0,19/12/10,0,03/12/10,0,04/12/10,0,03/12/10,0,12/12/10,8.4,03/12/10,0,03/12/10,0
04/12/10,2.5,20/12/10,0,04/12/10,0,05/12/10,2.3,04/12/10,0,13/12/10,39.6,04/12/10,0,04/12/10,0
05/12/10,5.3,21/12/10,1,05/12/10,0,06/12/10,0.3,05/12/10,0,14/12/10,0,05/12/10,0.3,05/12/10,2.3
06/12/10,3.6,22/12/10,0,06/12/10,0.3,07/12/10,0.5,06/12/10,1.3,15/12/10,0,06/12/10,1.5,06/12/10,0
07/12/10,1.5,23/12/10,0,07/12/10,0,08/12/10,0,07/12/10,0.3,16/12/10,0,07/12/10,0.5,07/12/10,0
08/12/10,0.5,25/12/10,0.3,08/12/10,0,09/12/10,0,08/12/10,0,17/12/10,0,08/12/10,0.5,08/12/10,0
09/12/10,0.3,27/12/10,0.3,09/12/10,0,10/12/10,0,09/12/10,0,18/12/10,0,09/12/10,0,09/12/10,0
10/12/10,2.8,28/12/10,0,10/12/10,2,11/12/10,0,10/12/10,2.3,19/12/10,0,10/12/10,1.5,10/12/10,0
11/12/10,0.5,29/12/10,0,11/12/10,0,12/12/10,9.1,11/12/10,0,20/12/10,0,11/12/10,0,11/12/10,0
12/12/10,19.1,30/12/10,3.6,12/12/10,16.5,13/12/10,6.9,12/12/10,15.5,21/12/10,0,12/12/10,11.7,12/12/10,7.4
13/12/10,1.8,31/12/10,0,13/12/10,5.8,14/12/10,0,13/12/10,4.3,22/12/10,0,13/12/10,8.9,13/12/10,5.6
14/12/10,2.5,01/01/11,9.4,14/12/10,0,15/12/10,0,14/12/10,0,23/12/10,1.5,14/12/10,0.5,14/12/10,0
15/12/10,0,02/01/11,4.6,15/12/10,0,16/12/10,2,15/12/10,0,24/12/10,0,15/12/10,0,15/12/10,0
16/12/10,0,03/01/11,0,16/12/10,0,17/12/10,5.1,16/12/10,0,25/12/10,0,16/12/10,0,16/12/10,0.5
17/12/10,0.3,04/01/11,0,17/12/10,0,18/12/10,0.3,17/12/10,0.5,26/12/10,0,17/12/10,1.3,17/12/10,6.9
18/12/10,0,05/01/11,0,18/12/10,0,19/12/10,0,18/12/10,0,27/12/10,0,18/12/10,0.3,18/12/10,0.3
19/12/10,0,07/01/11,0,19/12/10,0,20/12/10,0,19/12/10,0,28/12/10,0,19/12/10,0,19/12/10,0
20/12/10,0,09/01/11,,20/12/10,0,21/12/10,0,20/12/10,0,29/12/10,0,20/12/10,0,20/12/10,0
21/12/10,0,10/01/11,0,21/12/10,0,22/12/10,0,21/12/10,0,30/12/10,1,21/12/10,0,21/12/10,0
22/12/10,0,11/01/11,0,22/12/10,0,23/12/10,0,22/12/10,0.8,31/12/10,0,22/12/10,0,22/12/10,0
23/12/10,0.3,12/01/11,7.4,23/12/10,0.5,24/12/10,0,23/12/10,0,01/01/11,3,23/12/10,0,23/12/10,0
24/12/10,0.5,13/01/11,0.3,24/12/10,0,25/12/10,0.8,24/12/10,0,02/01/11,0,24/12/10,0,24/12/10,0
25/12/10,1,14/01/11,0,25/12/10,0,26/12/10,0,25/12/10,0,03/01/11,0,25/12/10,0.8,25/12/10,1
26/12/10,0.5,15/01/11,0,26/12/10,0,27/12/10,0.3,26/12/10,0,04/01/11,0,26/12/10,0.3,26/12/10,0
27/12/10,0,16/01/11,0,27/12/10,0,28/12/10,0,27/12/10,0,05/01/11,0,27/12/10,0.3,27/12/10,0
28/12/10,0,17/01/11,0,28/12/10,0,29/12/10,0,28/12/10,0,06/01/11,1,28/12/10,0,28/12/10,0
29/12/10,0,18/01/11,0.5,29/12/10,0,30/12/10,2.5,29/12/10,0,07/01/11,2,29/12/10,0,29/12/10,0
30/12/10,0.8,19/01/11,8.6,30/12/10,0,31/12/10,0.8,30/12/10,0.3,08/01/11,1.3,30/12/10,3.8,30/12/10,2.8
31/12/10,0,20/01/11,0,31/12/10,0,01/01/11,4.8,31/12/10,0,09/01/11,0,31/12/10,0.3,31/12/10,0.5
01/01/11,11.4,21/01/11,10.2,01/01/11,17.5,02/01/11,4.6,01/01/11,17.8,10/01/11,0,01/01/11,10.4,01/01/11,6.4
02/01/11,0,22/01/11,0,02/01/11,0,03/01/11,0,02/01/11,0,11/01/11,0,02/01/11,2.8,02/01/11,5.6
03/01/11,0,24/01/11,0,03/01/11,0,04/01/11,0,03/01/11,0,12/01/11,10.4,03/01/11,0,03/01/11,0
04/01/11,0,25/01/11,0.5,04/01/11,0,05/01/11,0,04/01/11,0,13/01/11,0,04/01/11,0,04/01/11,0
05/01/11,0,26/01/11,0.5,05/01/11,0,06/01/11,0,05/01/11,0,14/01/11,0,06/01/11,0,05/01/11,0
06/01/11,4.3,27/01/11,0.5,06/01/11,0,07/01/11,0.3,06/01/11,0.3,15/01/11,0,07/01/11,1.8,06/01/11,0
07/01/11,1.3,28/01/11,0.8,07/01/11,1.3,08/01/11,3.6,07/01/11,0.3,16/01/11,0,08/01/11,2.3,07/01/11,0
08/01/11,0.8,29/01/11,0,08/01/11,1.5,09/01/11,0.5,08/01/11,1,17/01/11,0,09/01/11,0.5,08/01/11,2.3
09/01/11,0,30/01/11,0,09/01/11,0,10/01/11,0,09/01/11,0,18/01/11,0,10/01/11,0,09/01/11,0.3
10/01/11,0,01/02/11,3.6,10/01/11,0,11/01/11,0,10/01/11,0,19/01/11,1.8,11/01/11,0,10/01/11,0
11/01/11,4.6,02/02/11,20.8,11/01/11,0,12/01/11,4.1,11/01/11,0,20/01/11,0,13/01/11,0.3,11/01/11,0
12/01/11,2,03/02/11,0.5,12/01/11,7.9,13/01/11,2,12/01/11,7.9,21/01/11,6.1,14/01/11,0.3,12/01/11,3.3
13/01/11,0.3,04/02/11,0,13/01/11,0,14/01/11,0,13/01/11,0,22/01/11,0,15/01/11,0,13/01/11,0.5
14/01/11,0.5,05/02/11,0.5,14/01/11,0,15/01/11,0,14/01/11,0.5,23/01/11,0,16/01/11,0,14/01/11,0
15/01/11,0,06/02/11,2.8,15/01/11,0.3,16/01/11,0,15/01/11,0,24/01/11,0,17/01/11,0,15/01/11,0
16/01/11,0,07/02/11,0.8,16/01/11,0,17/01/11,0,16/01/11,0,25/01/11,2.5,18/01/11,0.8,16/01/11,0
17/01/11,0,08/02/11,9.7,17/01/11,0,18/01/11,0.5,17/01/11,0,26/01/11,0,20/01/11,0,17/01/11,0
18/01/11,3,09/02/11,0,18/01/11,2.3,19/01/11,7.6,18/01/11,2.8,27/01/11,0,21/01/11,10.2,18/01/11,0.5
19/01/11,0.5,10/02/11,0,19/01/11,0.5,20/01/11,0.5,19/01/11,0.5,28/01/11,4.8,22/01/11,0,19/01/11,8.1
20/01/11,5.8,11/02/11,0,20/01/11,0,21/01/11,10.2,20/01/11,0,29/01/11,0,23/01/11,0,20/01/11,0
