"""STATION"",""NAME"",""DATE"",","""PRC","P""",,,,
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/12/10,28.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/13/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/14/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/15/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/16/10,2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/17/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/18/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/19/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/20/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/21/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/22/10,10.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/23/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/24/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/25/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/26/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/27/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/28/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/29/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/30/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/31/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/1/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/2/10,5.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/3/10,18
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/4/10,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/5/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/6/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/7/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/8/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/9/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/10/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/11/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/12/10,6.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/13/10,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/14/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/15/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/16/10,2.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/17/10,6.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/18/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/19/10,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/20/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/21/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/22/10,2.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/23/10,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/24/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/25/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/26/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/27/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/28/10,8.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/29/10,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/30/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/1/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/2/10,4.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/3/10,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/4/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/5/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/6/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/7/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/8/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/9/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/10/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/11/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/12/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/13/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/14/10,1.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/15/10,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/16/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/17/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/18/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/19/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/20/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/21/10,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/22/10,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/23/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/24/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/25/10,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/26/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/27/10,4.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/28/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/29/10,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/30/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/31/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/1/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/2/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/3/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/4/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/5/10,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/6/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/7/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/8/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/9/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/10/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/11/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/12/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/13/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/14/10,6.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/15/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/16/10,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/17/10,17.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/18/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/19/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/20/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/21/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/22/10,4.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/23/10,26.2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/24/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/25/10,16.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/26/10,10.2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/27/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/28/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/29/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/30/10,13.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/1/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/2/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/3/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/4/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/5/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/6/10,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/7/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/8/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/9/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/10/10,2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/11/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/12/10,16.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/13/10,5.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/14/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/15/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/16/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/17/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/18/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/19/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/20/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/21/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/22/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/23/10,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/24/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/25/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/26/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/27/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/28/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/29/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/30/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/31/10,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/1/11,17.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/2/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/3/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/4/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/5/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/6/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/7/11,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/8/11,1.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/9/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/10/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/11/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/12/11,7.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/13/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/14/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/15/11,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/16/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/17/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/18/11,2.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/19/11,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/20/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/21/11,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/22/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/23/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/24/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/25/11,1.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/26/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/27/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/28/11,3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/29/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/30/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/31/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/1/11,3.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/2/11,14
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/3/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/4/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/5/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/6/11,9.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/7/11,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/8/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/9/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/10/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/11/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/12/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/13/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/14/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/15/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/16/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/17/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/18/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/19/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/20/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/21/11,19.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/22/11,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/23/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/24/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/25/11,9.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/26/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/27/11,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/28/11,21.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/1/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/2/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/3/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/4/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/5/11,22.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/6/11,16.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/7/11,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",3/8/11,0
